name,xPos,xposName,Match type,access,latest,owner,statisticalSector,questionnaire,geographicCoverage,sampleSize,disaggregationAge,disaggregationLocation,sourceType,url
Had fever in last 2 weeks ,3,Data Series,Exact Match,,,,,"WOMEN'S QUESTIONNAIRE; SECTION 5: CHILD IMMUNISATION, HEALTH AND NUTRITUION",,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Had injection in past 12 months? ,3,Data Series,Exact Match,,,,,MEN'S QUESTIONNAIRE; SECTION 8: OTHER HEALTH ISSUES,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Had vaccinations that are not recorded? ,3,Data Series,Exact Match,,,,,"WOMEN'S QUESTIONNAIRE; SECTION 5: CHILD IMMUNISATION, HEALTH AND NUTRITUION",,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Has children living with ,3,Data Series,Exact Match,,,,,MEN'S QUESTIONNAIRE; SECTION 2: REPRODUCTION,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Having one partner reduces chances of getting AIDS ,3,Data Series,Exact Match,,,,,MEN'S QUESTIONNAIRE; SECTION 7: HIV/ AIDS,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Having one partner reduces chances of getting AIDS? ,3,Data Series,Exact Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 9: HIV/ AIDS,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Healthy looking people can have AIDS? ,3,Data Series,Broad Match,,,,,MEN'S QUESTIONNAIRE; SECTION 7: HIV/ AIDS,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Heard of female circumcision ,3,Data Series,Exact Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 6: MARRIAGE AND SEXUAL ACTIVITY,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Heard of ORS ,3,Data Series,Exact Match,,,,,"WOMEN'S QUESTIONNAIRE; SECTION 5: CHILD IMMUNISATION, HEALTH AND NUTRITUION",,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Highest grade completed at that level ,3,Data Series,Exact Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 8: HUSBAND'S BACKGROUND AND WOMAN'S WORK,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Highest level of school attended ,3,Data Series,Exact Match,,,,,MEN'S QUESTIONNAIRE; SECTION 1: RESPONDENT'S BACKGROUND,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Number of intercourse partners in lifetime ,3,Data Series,Exact Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 6: MARRIAGE AND SEXUAL ACTIVITY,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Owns house? ,3,Data Series,Exact Match,,,,,MEN'S QUESTIONNAIRE; SECTION 6: EMPLOYMENT AND GENDER ROLES,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Number of times antenatal care was received during pregnancy ,3,Data Series,Broad Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 4: PREGNANCY AND POST-NATAL CARE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Partner ever attended school? ,3,Data Series,Broad Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 8: HUSBAND'S BACKGROUND AND WOMAN'S WORK,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Agricultural land ownership ,3,Data Series,Broad Match,,,,,HOUSEHOLD QUESTIONNAIRE; HOUSEHOLD CHARACTERISTICS,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
How often respondent listens to radio ,3,Data Series,Broad Match,,,,,MEN'S QUESTIONNAIRE; SECTION 1: RESPONDENT'S BACKGROUND,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Age when first had intercourse ,3,Data Series,Close Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 6: MARRIAGE AND SEXUAL ACTIVITY,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Did the pregnant woman want to get pregnant ,3,Data Series,Close Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 2: REPRODUCTION,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Discused family planing with health worker? ,3,Data Series,Close Match,,,,,MEN'S QUESTIONNAIRE; SECTION 3: CONTRACEPTION,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Done any work in last 12 months ,3,Data Series,Close Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 8: HUSBAND'S BACKGROUND AND WOMAN'S WORK,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Drugs to reduce mother to child transmission risk? ,3,Data Series,Broad Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 9: HIV/ AIDS,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Earns more than partner? ,3,Data Series,Broad Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 8: HUSBAND'S BACKGROUND AND WOMAN'S WORK,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Ever told anyone about these assaults ,3,Data Series,Close Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 11: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Family planning used ,3,Data Series,Broad Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 3: CONTRACEPTION,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Father ever beat mother? ,3,Data Series,Broad Match,,,,,MEN'S QUESTIONNAIRE; SECTION 9: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Other drinks other than breast milk given to child ,3,Data Series,Broad Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 4: PREGNANCY AND POST-NATAL CARE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Number of sons that live with respondent ,3,Data Series,Exact Match,,,,,MEN'S QUESTIONNAIRE; SECTION 2: REPRODUCTION,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Number of times respondent's been away for more than one month ,3,Data Series,Exact Match,,,,,MEN'S QUESTIONNAIRE; SECTION 1: RESPONDENT'S BACKGROUND,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Number of years since last tetanus injection before pregnancy ,3,Data Series,Exact Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 4: PREGNANCY AND POST-NATAL CARE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Occupation? ,3,Data Series,Exact Match,,,,,MEN'S QUESTIONNAIRE; SECTION 6: EMPLOYMENT AND GENDER ROLES,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Offered to test for HIV/AIDS after the violence ,3,Data Series,Exact Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 11: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Highest school grade completed 3,3,Data Series,Broad Match,,,,,,,,,,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Ever breastfed? ,3,Data Series,Close Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 4: PREGNANCY AND POST-NATAL CARE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Ever humiliated by partner?,3,Data Series,Close Match,,,,,MEN'S QUESTIONNAIRE; SECTION 9: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Frequency of beating husband ,3,Data Series,Close Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 11: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Had diarrhea in last 2 weeks ,3,Data Series,Close Match,,,,,"WOMEN'S QUESTIONNAIRE; SECTION 5: CHILD IMMUNISATION, HEALTH AND NUTRITUION",,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Had difficulty breathing during illness ,3,Data Series,Close Match,,,,,"WOMEN'S QUESTIONNAIRE; SECTION 5: CHILD IMMUNISATION, HEALTH AND NUTRITUION",,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Has job from which was absent ,3,Data Series,Close Match,,,,,MEN'S QUESTIONNAIRE; SECTION 6: EMPLOYMENT AND GENDER ROLES,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Heard about other sexually transmitted diseases ,3,Data Series,Close Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 9: HIV/ AIDS,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Heard about other STDs? ,3,Data Series,Close Match,,,,,MEN'S QUESTIONNAIRE; SECTION 7: HIV/ AIDS,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Heard of cutting female genitalia ,3,Data Series,Close Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 6: MARRIAGE AND SEXUAL ACTIVITY,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Heard of family planning during past few months ,3,Data Series,Close Match,,,,,MEN'S QUESTIONNAIRE; SECTION 3: CONTRACEPTION,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Other non live births in the past 5 years ,3,Data Series,Exact Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 2: REPRODUCTION,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Owned mosquito nets brand ,3,Data Series,Exact Match,,,,,HOUSEHOLD QUESTIONNAIRE; HOUSEHOLD CHARACTERISTICS,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Highest school grade completed 9,3,Data Series,Broad Match,,,,,,,,,,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Ever been physically abused while you were pregnant? ,3,Data Series,Broad Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 11: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Ever been physically assulted by partner? ,3,Data Series,Broad Match,,,,,MEN'S QUESTIONNAIRE; SECTION 9: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Ever been tested for HIV/ AIDS ,3,Data Series,Broad Match,,,,,MEN'S QUESTIONNAIRE; SECTION 7: HIV/ AIDS,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Ever sought for help after forced sexual activity ,3,Data Series,Broad Match,,,,,MEN'S QUESTIONNAIRE; SECTION 9: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Ever sought help for violence? ,3,Data Series,Broad Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 11: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Experienced urine or stool leaks ,3,Data Series,Broad Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 6: MARRIAGE AND SEXUAL ACTIVITY,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Facility that provided sterilisation ,3,Data Series,Broad Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 3: CONTRACEPTION,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Family member that's HIV positive would be kept secret ,3,Data Series,Broad Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 9: HIV/ AIDS,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Family planning methods being used ,3,Data Series,Broad Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 3: CONTRACEPTION,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Frequency of insults ,3,Data Series,Broad Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 11: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Frequency of physical assault ,3,Data Series,Broad Match,,,,,MEN'S QUESTIONNAIRE; SECTION 9: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Frequency of violence by other person ,3,Data Series,Broad Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 11: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
From whom help was sought ,3,Data Series,Broad Match,,,,,MEN'S QUESTIONNAIRE; SECTION 9: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Fuel for cooking ,3,Data Series,Broad Match,,,,,HOUSEHOLD QUESTIONNAIRE; HOUSEHOLD CHARACTERISTICS,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Given any of these drinks? ,3,Data Series,Broad Match,,,,,"WOMEN'S QUESTIONNAIRE; SECTION 5: CHILD IMMUNISATION, HEALTH AND NUTRITUION",,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
